_id,CodDoc,NumProcCnj,NumAntigo,Classe,DescrTipDoc,CodOrgJulg,NomeOrgJulg,CodMagRel,DtHrMov,DtHrPubl
67c774765cae69eff897ec7f,5457862,0803696-26.2022.8.19.0037,2024001124184,APELAÇÃO,Acórdão,12261,TERCEIRA CAMARA DE DIREITO PUBLICO (ANTIGA 6ª CÂMARA CÍVEL),14571,/Date(1739934000000)/,/Date(-62135589600000)/
67c774765cae69eff897ec80,5457843,0069647-43.2024.8.19.0000,2024002102062,AGRAVO DE INSTRUMENTO,Acórdão,12261,TERCEIRA CAMARA DE DIREITO PUBLICO (ANTIGA 6ª CÂMARA CÍVEL),14571,/Date(1739934000000)/,/Date(-62135589600000)/
67c774765cae69eff897ec81,5345566,0029481-66.2024.8.19.0000,2024.002.42909,AGRAVO DE INSTRUMENTO,Acórdão,12261,TERCEIRA CAMARA DE DIREITO PUBLICO (ANTIGA 6ª CÂMARA CÍVEL),13932,/Date(1727838060000)/,/Date(-62135589600000)/
67c774765cae69eff897ec82,5332888,0096166-89.2023.8.19.0000,2023.002.135167,AGRAVO DE INSTRUMENTO,Acórdão,12261,TERCEIRA CAMARA DE DIREITO PUBLICO (ANTIGA 6ª CÂMARA CÍVEL),13932,,/Date(-62135589600000)/
67c774765cae69eff897ec83,5275974,0003677-96.2024.8.19.0000,2024.002.05236,AGRAVO DE INSTRUMENTO,Acórdão,12261,TERCEIRA CAMARA DE DIREITO PUBLICO (ANTIGA 6ª CÂMARA CÍVEL),13932,/Date(1721790060000)/,/Date(-62135589600000)/
67c774765cae69eff897ec84,5456785,0289616-72.2015.8.19.0001,202400125477,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,19471,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec85,5457276,0093801-28.2024.8.19.0000,2024002137305,AGRAVO DE INSTRUMENTO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),17538,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec86,5456759,0000410-03.2022.8.19.0028,2024001123369,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec87,5456745,0065021-78.2024.8.19.0000,202400295304,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,19471,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec88,5457626,0816971-95.2023.8.19.0202,202500103381,APELAÇÃO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),15384,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec89,5457625,0091330-73.2023.8.19.0000,2023002127928,AGRAVO DE INSTRUMENTO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),15384,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec8a,5458235,0124999-17.2023.8.19.0001,202500104592,APELAÇÃO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),17537,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec8b,5457676,0809421-68.2022.8.19.0207,202500108042,APELAÇÃO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),31116,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec8c,5457248,0094237-84.2024.8.19.0000,2024002138058,AGRAVO DE INSTRUMENTO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),33884,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec8d,5351067,0021866-77.2019.8.19.0007,2024.001.59000,  apelação ,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),31116,/Date(1728356460000)/,/Date(-62135589600000)/
67c774765cae69eff897ec8e,5457973,0026701-50.2016.8.19.0028,202500100744,APELAÇÃO,Decisão monocrática,12264,TERCEIRA CAMARA DE DIREITO PRIVADO (ANTIGA 18ª CÂMARA CÍVEL),15380,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec8f,5457100,0008520-70.2025.8.19.0000,202500216129,AGRAVO DE INSTRUMENTO,Decisão monocrática,12284,SEXTA CAMARA DE DIREITO PRIVADO (ANTIGA 13ª CÂMARA CÍVEL),14585,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec90,5361182,0264642-68.2015.8.19.0001,2018.001.22165,APELAÇÃO,Acórdão,431,DECIMA CAMARA DE DIREITO PRIVADO (ANTIGA 1ª CÂMARA CÍVEL),16075,/Date(1729009800000)/,/Date(-62135589600000)/
67c774765cae69eff897ec91,5458654,0085498-25.2024.8.19.0000,2024002125622,AGRAVO DE INSTRUMENTO,Acórdão,12281,SEXTA CAMARA DE DIREITO PUBLICO (ANTIGA 21ª CÂMARA CÍVEL),13887,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec92,5457349,0006723-50.2021.8.19.0210,202500103709,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),31154,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec93,5457009,0075692-31.2022.8.19.0001,2024001129987,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,16605,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec94,5456758,0081557-67.2024.8.19.0000,2024002119525,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec95,5412586,0086052-57.2024.8.19.0000,2024.002.126185,AGRAVO DE INSTRUMENTO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),31116,/Date(1733799660000)/,/Date(-62135589600000)/
67c774765cae69eff897ec96,5371336,0804661-73.2022.8.19.0014,2024.001.100517,APELAÇÃO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),19441,/Date(1730170860000)/,/Date(-62135589600000)/
67c774765cae69eff897ec97,5456754,0122588-46.2017.8.19.0054,2024001135375,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec98,5456724,0078841-67.2024.8.19.0000,202430000579,REQUERIMENTO DE EFEITO SUSPENSIVO EM APELACAO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,19471,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec99,5456642,0104737-17.2021.8.19.0001,202400186020,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,4330,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec9a,5456610,0001826-38.2007.8.19.0058,2024001109823,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,4330,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec9b,5456575,0108172-94.2024.8.19.0000,202500200798,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,17528,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ec9c,5377016,0048358-54.2024.8.19.0000,2024.002.70696,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,4330,/Date(1730822400000)/,/Date(-62135589600000)/
67c774765cae69eff897ec9d,5374718,0227041-81.2022.8.19.0001,2024.001.44210,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,19471,/Date(1730390400000)/,/Date(-62135589600000)/
67c774765cae69eff897ec9e,5371227,0282441-90.2016.8.19.0001,2024.001.57301,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,4330,/Date(1730219400000)/,/Date(-62135589600000)/
67c774765cae69eff897ec9f,5457264,0301518-80.2019.8.19.0001,202500104972,APELAÇÃO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),17537,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eca0,5458666,0391687-89.2014.8.19.0001,2024001134006,APELAÇÃO,Acórdão,12281,SEXTA CAMARA DE DIREITO PUBLICO (ANTIGA 21ª CÂMARA CÍVEL),18077,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eca1,5402842,0094547-90.2024.8.19.0000,2024.002.138364,AGRAVO DE INSTRUMENTO,Decisão monocrática,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),31154,/Date(1732912440000)/,/Date(-62135589600000)/
67c774765cae69eff897eca2,5385662,0074687-06.2024.8.19.0000,2024.002.108966,AGRAVO DE INSTRUMENTO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),9697,/Date(1731427260000)/,/Date(-62135589600000)/
67c774765cae69eff897eca3,5456996,0009274-72.2022.8.19.0014,2024001128544,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,16605,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eca4,5438040,0102857-85.2024.8.19.0000,2024.002.151415,AGRAVO DE INSTRUMENTO,Decisão monocrática,12290,DECIMA SETIMA CAMARA DE DIREITO PRIVADO (ANTIGA 26ª CÂMARA CÍVEL),15389,/Date(1738317300000)/,/Date(-62135589600000)/
67c774765cae69eff897eca5,5404066,0005407-46.2021.8.19.0066,2024.001.100967,APELAÇÃO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),17537,/Date(1733194860000)/,/Date(-62135589600000)/
67c774765cae69eff897eca6,4858738,0013297-69.2023.8.19.0000,2023.002.19478,AGRAVO DE INSTRUMENTO,Decisão monocrática,12260,SEGUNDA CAMARA DE DIREITO PUBLICO (ANTIGA 10ª CÂMARA CÍVEL),9691,/Date(1678996260000)/,/Date(-62135589600000)/
67c774765cae69eff897eca7,5456561,0003664-63.2025.8.19.0000,202500205560,AGRAVO DE INSTRUMENTO,Decisão monocrática,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,19471,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eca8,5457328,0806943-13.2024.8.19.0209,202500102779,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),9697,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eca9,5431950,0826263-20.2022.8.19.0209,2024.001.94133,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),17538,/Date(1738080060000)/,/Date(-62135589600000)/
67c774765cae69eff897ecaa,5456736,0090988-28.2024.8.19.0000,2024002133552,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecab,5457084,0013081-40.2025.8.19.0000,202500220457,AGRAVO DE INSTRUMENTO,Decisão monocrática,12282,PRIMEIRA CAMARA DE DIREITO PRIVADO (ANTIGA 8ª CÂMARA CÍVEL),31153,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecac,5457603,0074748-61.2024.8.19.0000,2024002109076,AGRAVO DE INSTRUMENTO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),15384,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecad,5412301,0003213-03.2023.8.19.0002,2024.001.100995,APELAÇÃO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),14052,/Date(1733835660000)/,/Date(-62135589600000)/
67c774765cae69eff897ecae,5395357,0026888-64.2024.8.19.0000,2024.002.39059,AGRAVO DE INSTRUMENTO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),17537,/Date(1732590060000)/,/Date(-62135589600000)/
67c774765cae69eff897ecaf,5379254,0050386-92.2024.8.19.0000,2024.002.73907,AGRAVO DE INSTRUMENTO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),31116,/Date(1730775660000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb0,5458282,0066030-75.2024.8.19.0000,202400296699,AGRAVO DE INSTRUMENTO,Decisão monocrática,12261,TERCEIRA CAMARA DE DIREITO PUBLICO (ANTIGA 6ª CÂMARA CÍVEL),6268,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb1,5457082,0006818-89.2025.8.19.0000,202530000057,REQUERIMENTO DE EFEITO SUSPENSIVO EM APELACAO,Decisão monocrática,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,4330,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb2,5458656,0196626-19.2002.8.19.0001,2024001134004,APELAÇÃO,Acórdão,12281,SEXTA CAMARA DE DIREITO PUBLICO (ANTIGA 21ª CÂMARA CÍVEL),18077,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb3,5457384,0847518-76.2022.8.19.0001,202500108170,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),7283,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb4,5457375,0000145-78.2022.8.19.0067,202500108226,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),7283,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb5,5457369,0831342-89.2022.8.19.0205,202500106748,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),17538,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb6,5457367,0004075-09.2025.8.19.0000,202500206640,AGRAVO DE INSTRUMENTO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),7283,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb7,5456632,0088745-14.2024.8.19.0000,2024002129895,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,4330,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb8,5394143,0811408-75.2023.8.19.0023,2024.295.03115,APELACAO / REMESSA NECESSARIA,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1732636800000)/,/Date(-62135589600000)/
67c774765cae69eff897ecb9,5457342,0007615-52.2004.8.19.0210,202500102467,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),9697,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecba,5457294,0015879-45.2017.8.19.0067,2024001128717,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),17538,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecbb,5458308,0004844-57.2016.8.19.0024,2024001135601,APELAÇÃO,Acórdão,12180,PRIMEIRA CAMARA DE DIREITO PUBLICO,7272,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecbc,5457621,0011146-13.2019.8.19.0052,2024001122384,APELAÇÃO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),15384,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecbd,5418984,0923266-80.2023.8.19.0001,2024.001.124200,APELAÇÃO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),15410,/Date(1734440460000)/,/Date(-62135589600000)/
67c774765cae69eff897ecbe,5457246,0090987-43.2024.8.19.0000,2024002133508,AGRAVO DE INSTRUMENTO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),31116,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecbf,5458030,0809301-85.2023.8.19.0208,2024001112535,APELAÇÃO,Acórdão,12264,TERCEIRA CAMARA DE DIREITO PRIVADO (ANTIGA 18ª CÂMARA CÍVEL),15380,/Date(1739934000000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc0,5456615,0010358-07.2020.8.19.0038,2024001122682,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,4330,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc1,5458476,0011248-32.2013.8.19.0024,202500105098,APELAÇÃO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),15410,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc2,5457574,0014459-70.2022.8.19.0021,2024001104100,APELAÇÃO,Acórdão,12266,OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 17ª CÂMARA CÍVEL),15384,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc3,5457320,0805957-54.2023.8.19.0028,2024001135397,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),9697,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc4,5457141,0828219-49.2023.8.19.0205,202500106117,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),17538,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc5,5458320,0171201-57.2020.8.19.0001,202400196941,APELAÇÃO,Acórdão,12180,PRIMEIRA CAMARA DE DIREITO PUBLICO,16065,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc6,5389964,0820313-42.2022.8.19.0205,2024.001.112372,APELAÇÃO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),19441,/Date(1731380460000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc7,5457013,0003124-33.2022.8.19.0028,2024001136857,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,17528,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc8,5456991,0050228-37.2024.8.19.0000,202400273685,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,17528,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecc9,5456771,0802451-58.2022.8.19.0011,202400149240,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecca,5456766,0088449-89.2024.8.19.0000,2024002129395,AGRAVO DE INSTRUMENTO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eccb,5456763,0058287-80.2013.8.19.0038,2024001135310,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eccc,5456761,0028742-33.2019.8.19.0206,2024001130966,APELAÇÃO,Acórdão,14180,SÉTIMA CÂMARA DE DIREITO PÚBLICO,15001,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897eccd,5457250,0093849-84.2024.8.19.0000,2024002137582,AGRAVO DE INSTRUMENTO,Acórdão,12291,DECIMA OITAVA CAMARA DE DIREITO PRIVADO (ANTIGA 15ª CÂMARA CÍVEL),33884,/Date(1739847600000)/,/Date(-62135589600000)/
67c774765cae69eff897ecce,5457347,0806326-24.2022.8.19.0209,202500103481,APELAÇÃO,Acórdão,12283,QUARTA CAMARA DE DIREITO PRIVADO (ANTIGA 5ª CÂMARA CÍVEL),31154,/Date(1739847600000)/,/Date(-62135589600000)/
